speciesId	compartment	initialConcentration	solver
cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__P3C2A__PIP_	Cytoplasm	0.0	Deterministic
cyt_cong__INS_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__IRS__P3C2A__PIP_	Cytoplasm	0.0	Deterministic
cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__P3C2A__PIP_	Cytoplasm	0.0	Deterministic
cyt_cong__INS_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__INS_1__IRS__P3C2A__PIP_	Cytoplasm	0.0	Deterministic
cyt_cong__IRS_	Cytoplasm	0.9354614267	Deterministic
cyt_prot__SPY2_1_	Cytoplasm	0.01808573061	Deterministic
cyt_prot__CBL_1_	Cytoplasm	5.299368504	Deterministic
cyt_prot__GRB2_1_	Cytoplasm	60.84451487	Deterministic
cyt_prot__GRB2__SOS1_1_	Cytoplasm	0.2810204152	Deterministic
nuc_prot__GRB2__p_SOS1_1_	Cytoplasm	0.2775355327	Deterministic
cyt_cong__PLCG_	Cytoplasm	2.214052426	Deterministic
cyt_cong__PIK3C_	Cytoplasm	0.02369597331	Deterministic
cyt_cong__PIK3R_	Cytoplasm	8.962088415	Deterministic
cyt_cong__PIK3C__PIK3R_	Cytoplasm	2.010578135	Deterministic
cyt_cong__p_PIK3C__PIK3R_	Cytoplasm	0.3385135811	Deterministic
cyt_prot__P3C2A_1_	Cytoplasm	1.723235633	Deterministic
cyt_prot__MTORC1_	Cytoplasm	2.742881957	Deterministic
cyt_prot_a__MTORC1_	Cytoplasm	0.1860980378	Deterministic
cyt_comp__PIP_	Cytoplasm	0.0	Deterministic
cyt_comp__PI_3_P_	Cytoplasm	0.0	Deterministic
cyt_comp__CDP_DAG_	Cytoplasm	0.0	Deterministic
cyt_cong__GRP_	Cytoplasm	9.676785567	Deterministic
cyt_mixed__CDP_DAG__GRP_1_	Cytoplasm	0.0	Deterministic
cyt_mixed__RAS__GTP_	Cytoplasm	2.800104908	Deterministic
cyt_mixed__RAS__GDP_	Cytoplasm	161.2777085	Deterministic
cyt_prot__NF1_1_	Cytoplasm	0.7812814321	Deterministic
cyt_prot__p_NF1_1_	Cytoplasm	0.0	Deterministic
nuc_prot___pS29_pS43_pS289_pS296_pS301_pS642_RAF1_1_	Cytoplasm	3.223639905	Deterministic
cyt_prot__RAF1_1_	Cytoplasm	3.263604692	Deterministic
cyt_mixed__RAS__GTP__RAF1_1_	Cytoplasm	0.9113379923	Deterministic
cyt_prot__BRAF_1_	Cytoplasm	0.4164321594	Deterministic
cyt_mixed__RAS__GTP__RAF1_1__BRAF_	Cytoplasm	0.1058145217	Deterministic
cyt_cong__MAP2K_	Cytoplasm	124.7698775	Deterministic
cyt_prot__p_MAP2K_	Cytoplasm	16.33498409	Deterministic
cyt_prot__p_p_MAP2K_	Cytoplasm	21.38149735	Deterministic
cyt_prot__DUS6_1_	Cytoplasm	0.001983584425	Deterministic
nuc_cong__MAPK_	Nucleus	0.3987465828	Deterministic
nuc_cong__p_p_MAPK_	Nucleus	7.175143579	Deterministic
cyt_cong__RPS6KA_	Cytoplasm	69.65112307	Deterministic
cyt_prot__p_RPS6KA_	Cytoplasm	0.6886433904	Deterministic
nuc_prot__p_RPS6KA_	Nucleus	1.74756681	Deterministic
nuc_prot__DUS1_	Nucleus	0.00204714573	Deterministic
nuc_prot__p_DUS1_	Nucleus	0.01576521236	Deterministic
nuc_prot__FOS_1_	Nucleus	2.985524393	Deterministic
nuc_prot__p_FOS_1_	Nucleus	0.2419661922	Deterministic
nuc_prot__JUN_	Nucleus	2.871228268	Deterministic
nuc_prot__p_FOS_1__JUN_	Nucleus	0.06914120439	Deterministic
nuc_prot__MYC_2_	Nucleus	45.43934455	Deterministic
nuc_prot__CTNB1_	Nucleus	35.4866998	Deterministic
cyt_prot__CTNB1_1_	Cytoplasm	17.75651187	Deterministic
cyt_prot__PS33_pS37_pT41_CTNB1_	Cytoplasm	179.7919173	Deterministic
cyt_comp__IP3_	Cytoplasm	0.0	Deterministic
cyt_comp__PIP2_	Cytoplasm	9998.269998	Deterministic
cyt_comp__PIP3_	Cytoplasm	1.607259025	Deterministic
cyt_prot__PTEN_1_	Cytoplasm	2.315664435	Deterministic
cyt_mixed__PIP3__AKT_	Cytoplasm	0.7350983973	Deterministic
cyt_cong__AKT_	Cytoplasm	48.16256372	Deterministic
cyt_cong__p_AKT_	Cytoplasm	0.03892695091	Deterministic
cyt_cong__p_p_AKT_	Cytoplasm	0.3892919084	Deterministic
cyt_prot__PDPK1_1_	Cytoplasm	11.50724922	Deterministic
cyt_mixed__PIP3__PDK1_	Cytoplasm	0.184938312	Deterministic
cyt_mixed__PIP3__p_AKT_	Cytoplasm	0.06359506873	Deterministic
cyt_prot__RICTR_1_	Cytoplasm	0.1671166632	Deterministic
cyt_prot__MTOR_1_	Cytoplasm	1.180387947	Deterministic
cyt_prot__MTORC2_	Cytoplasm	1.839403639	Deterministic
cyt_mixed__PIP3__p_p_AKT_	Cytoplasm	0.003957820178	Deterministic
cyt_prot__GSK3B_1_	Cytoplasm	40.76507343	Deterministic
cyt_prot__pS9_GSK3B_1_	Cytoplasm	1.441831283	Deterministic
cyt_prot__TSC1_1_	Cytoplasm	0.05639546773	Deterministic
cyt_prot__TSC2_1_	Cytoplasm	0.3487556372	Deterministic
cyt_prot__p_TSC2_1_	Cytoplasm	0.08680177471	Deterministic
cyt_prot__TSC1_1__TSC2_1_	Cytoplasm	0.1965771486	Deterministic
cyt_cong__KPC_	Cytoplasm	20.15290048	Deterministic
cyt_mixed__CDP_DAG__PRKC_	Cytoplasm	0.0	Deterministic
cyt_prot__pS153_PEBP1_	Cytoplasm	1.47e-09	Deterministic
cyt_prot__PEBP1_1_	Cytoplasm	1039.045014	Deterministic
cyt_prot__PEBP1__RAF1_1_	Cytoplasm	0.0	Deterministic
cyt_cong__MAPK_	Cytoplasm	220.5970742	Deterministic
cyt_cong__p_MAPK_	Cytoplasm	22.38543504	Deterministic
cyt_cong__p_p_MAPK_	Cytoplasm	10.87584841	Deterministic
cyt_prot__FOXO3_1_	Cytoplasm	0.3011389969	Deterministic
cyt_prot__pT32_pS253_FOXO3_1_	Cytoplasm	0.5116564989	Deterministic
cyt_mixed__RHEB__GDP_	Cytoplasm	105.3074772	Deterministic
cyt_mixed__RHEB__GTP_	Cytoplasm	0.0	Deterministic
cyt_prot__RPTOR_1_	Cytoplasm	0.2956705427	Deterministic
cyt_prot__KS6B1_1_	Cytoplasm	18.41546414	Deterministic
cyt_prot__pT412_KS6B1_1_	Cytoplasm	1.038285311	Deterministic
cyt_prot__4EBP1_1_	Cytoplasm	0.6519863334	Deterministic
cyt_prot__pT37_pT46_4EBP1_	Cytoplasm	1.099698471	Deterministic
cyt_prot__SOS1_1_	Cytoplasm	0.0005650214536	Deterministic
cyt_cong__GRB2__SOS1_1__p_p_MAPK_	Cytoplasm	0.002778458518	Deterministic
cyt_cong__RAF1_1__p_p_MAPK_	Cytoplasm	0.03226741766	Deterministic
cyt_mixed__RAS__GDP__CDP_DAG__GRP_1_	Cytoplasm	0.0	Deterministic
cyt_mixed__RAS__GTP__NF1_1_	Cytoplasm	0.003646114536	Deterministic
cyt_cong__NF1_1__p_p_MAPK_	Cytoplasm	0.0	Deterministic
cyt_mixed__MAP2K__RAS__GTP__RAF1_1__BRAF_	Cytoplasm	0.2200407289	Deterministic
cyt_mixed__p_MAP2K__RAS__GTP__RAF1_1__BRAF_	Cytoplasm	0.02880792928	Deterministic
cyt_cong__MAPK__p_p_MAP2K_	Cytoplasm	2.358343832	Deterministic
cyt_cong__p_MAPK__p_p_MAP2K_	Cytoplasm	0.2393166493	Deterministic
cyt_cong__RPS6KA__p_p_MAPK_	Cytoplasm	0.6886479027	Deterministic
nuc_prot__p_RPS6KA__DUS1_	Nucleus	3.25e-06	Deterministic
nuc_cong__p_p_MAPK__DUS1_	Nucleus	1.34e-05	Deterministic
nuc_prot__FOS_1__p_RPS6KA_	Nucleus	0.004741987248	Deterministic
nuc_cong__FOS_1__p_p_MAPK_	Nucleus	0.0194696072	Deterministic
cyt_cong__PEBP1__CDP_DAG__KPC_	Cytoplasm	0.0	Deterministic
cyt_mixed__PIP3__PTEN_	Cytoplasm	0.003383520066	Deterministic
cyt_mixed__PIP3__AKT__PIP3__PDK1_	Cytoplasm	0.0004531593108	Deterministic
cyt_mixed__PIP3__p_AKT__MTORC2_	Cytoplasm	0.0003899231479	Deterministic
cyt_cong__GSK3B_1__p_p_AKT_	Cytoplasm	0.01442675343	Deterministic
cyt_cong__TSC2_1__p_p_AKT_	Cytoplasm	0.0006788367848	Deterministic
cyt_cong__TSC2_1__p_p_MAPK_	Cytoplasm	0.001896455965	Deterministic
cyt_mixed__RHEB__GTP__TSC_	Cytoplasm	0.0	Deterministic
cyt_prot_a__4EBP1__MTORC1_	Cytoplasm	0.001103027667	Deterministic
cyt_prot_a__KS6B1_1__MTORC1_	Cytoplasm	0.003115521642	Deterministic
cyt_prot__FOXO3_1__p_p_AKT_	Cytoplasm	0.0005328652799	Deterministic
cyt_prot_a__PIK3C__PIK3R__MTORC1_	Cytoplasm	0.0003401418026	Deterministic
cyt_cong__p_MAPK__DUS6_1_	Cytoplasm	4.04e-05	Deterministic
cyt_cong__p_p_MAPK__DUS6_1_	Cytoplasm	0.0	Deterministic
cyt_cong__p_p_MAPK__p_DUS1_	Cytoplasm	0.0001027622895	Deterministic
cyt_mixed__RAS__GTP__BRAF_	Cytoplasm	0.1161464233	Deterministic
cyt_mixed__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.001348969533	Deterministic
cyt_mixed__MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.00153009651	Deterministic
cyt_mixed__p_MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.0002003216054	Deterministic
cyt_prot__IF4E_1_	Cytoplasm	235.6398262	Deterministic
cyt_prot__4EBP1__IF4E_1_	Cytoplasm	15.3170243	Deterministic
cyt_mixed__RAS__GTP__RAF1_1__RAF1_1_	Cytoplasm	0.08304725671	Deterministic
cyt_mixed__MAP2K__RAS__GTP__RAF1_1__RAF1_1_	Cytoplasm	0.5180873096	Deterministic
cyt_mixed__p_MAP2K__RAS__GTP__RAF1_1__RAF1_1_	Cytoplasm	0.06782845453	Deterministic
nuc_prot__FOXO3_1_	Nucleus	9.030426687	Deterministic
cyt_comp__MAP2Kinhibitor_	Cytoplasm	0.0	Deterministic
cyt_mixed__MAP2Kinhibitor__p_p_MAP2K_	Cytoplasm	0.0	Deterministic
cyt_comp__AKTinhibitor_	Cytoplasm	0.0	Deterministic
cyt_cong__AKTinhibitor__AKT_	Cytoplasm	0.0	Deterministic
cyt_abs__TotalmRNA_	Cytoplasm	37.68942105	Deterministic
cyt_abs__IF4E_1__TotalmRNA_	Cytoplasm	88.80980732	Deterministic
cyt_prot__INGR2_	Cytoplasm	0.7885015722	Deterministic
cyt_cong__JAK_	Cytoplasm	12.90983459	Deterministic
cyt_cong__INGR2__JAK_	Cytoplasm	20.35697717	Deterministic
cyt_cong__IFNG__INGR2__JAK_	Cytoplasm	0.0	Deterministic
cyt_cong__IFNG__INGR2__JAK__INGR2__JAK_	Cytoplasm	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK_	Cytoplasm	0.0	Deterministic
cyt_prot__STAT1_	Cytoplasm	27.33330844	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__STAT1_	Cytoplasm	0.0	Deterministic
cyt_prot__p_STAT1_	Cytoplasm	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__p_STAT1_	Cytoplasm	0.0	Deterministic
cyt_prot__p_STAT1__p_STAT1_	Cytoplasm	0.0	Deterministic
cyt_prot__PTN11_	Cytoplasm	56.22284261	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__PTN11_	Cytoplasm	0.0	Deterministic
cyt_prot__PTN1_	Cytoplasm	28.11142131	Deterministic
cyt_prot__p_STAT1__PTN1_	Cytoplasm	0.0	Deterministic
cyt_prot__STAT1__p_STAT1_	Cytoplasm	0.0	Deterministic
nuc_prot__p_STAT1__p_STAT1_	Nucleus	0.0	Deterministic
nuc_prot__p_STAT1_	Nucleus	0.0	Deterministic
nuc_prot__PTN2_	Nucleus	28.11142131	Deterministic
nuc_prot__p_STAT1__PTN2_	Nucleus	0.0	Deterministic
nuc_prot__STAT1_	Nucleus	0.0	Deterministic
nuc_prot__STAT1__p_STAT1_	Nucleus	0.0	Deterministic
cyt_prot__SOCS1_	Cytoplasm	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__SOCS1_	Cytoplasm	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__PTN11__SOCS1__STAT1_	Cytoplasm	0.0	Deterministic
cyt_prot__p_STAT1__p_STAT1__PTN1_	Cytoplasm	0.0	Deterministic
nuc_prot__p_STAT1__p_STAT1__PTN2_	Nucleus	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__SOCS1__STAT1_	Cytoplasm	0.0	Deterministic
exc_prot__IFNG_	Extracellular	0.0	Deterministic
cyt_cong__p_IFNG__INGR2__JAK__INGR2__JAK__PTN11__STAT1_	Cytoplasm	0.0	Deterministic
cyt_cong__IFNG__p_INGR2__JAK__p_INGR2__JAK__PTN11__SOCS1_	Cytoplasm	0.0	Deterministic
cyt_prot__IFNG__INGR2_	Cytoplasm	0.0	Deterministic
cyt_mrna__TP53_201_	Cytoplasm	0.002529984	Stochastic
cyt_mrna__MDM2_202_	Cytoplasm	0.0158124	Stochastic
cyt_mrna__PPM1D_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__ATM_229_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__ATR_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__RB1_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__E2F1_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__E2F2_204_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__E2F3_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CCND1_201_	Cytoplasm	0.001897488	Stochastic
cyt_mrna__CCND2_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__CCND3_203_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__CCNE1_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CCNE2_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__SKP2_202_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDC25A_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDC25B_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDC25C_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CCNA2_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDKN1B_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDH1_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CCNB1_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDC20_201_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__WEE1_202_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CHEK1_204_	Cytoplasm	0.005376217	Deterministic
cyt_mrna__CDKN1A_201_	Cytoplasm	0.003794976	Deterministic
cyt_mrna__CDK1_203_	Cytoplasm	0.01391491	Deterministic
cyt_mrna__CDK2_201_	Cytoplasm	0.0006324961	Deterministic
cyt_mrna__CDK4_201_	Cytoplasm	0.003478728	Deterministic
cyt_mrna__CDK6_202_	Cytoplasm	0.002213736	Deterministic
cyt_mrna__TNFSF10_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__TNFRSF10A_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__TNFRSF10B_201_	Cytoplasm	0.004111224	Stochastic
cyt_mrna__CFLAR_201_	Cytoplasm	0.00316248	Stochastic
cyt_mrna__CASP8_218_	Cytoplasm	0.002529984	Stochastic
cyt_mrna__CASP10_202_	Cytoplasm	0.00158124	Stochastic
cyt_mrna__BFAR_222_	Cytoplasm	0.01138493	Stochastic
cyt_mrna__CASP3_201_	Cytoplasm	0.004111224	Stochastic
cyt_mrna__CASP7_203_	Cytoplasm	0.007273705	Stochastic
cyt_mrna__CASP6_201_	Cytoplasm	0.008538697	Stochastic
cyt_mrna__XIAP_202_	Cytoplasm	0.00158124	Stochastic
cyt_mrna__PARP1_203_	Cytoplasm	0.006641209	Stochastic
cyt_mrna__BID_211_	Cytoplasm	0.00474372	Stochastic
cyt_mrna__BCL2_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__BCL2L1_201_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__MCL1_202_	Cytoplasm	0.006641209	Stochastic
cyt_mrna__BAX_202_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__CYC1_201_	Cytoplasm	0.02909482	Stochastic
cyt_mrna__DIABLO_206_	Cytoplasm	0.002846232	Stochastic
cyt_mrna__APAF1_210_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__CASP9_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__BAD_201_	Cytoplasm	0.004111224	Stochastic
cyt_mrna__BBC3_203_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PMAIP1_202_	Cytoplasm	0.001264992	Stochastic
cyt_mrna__BCL2L11_204_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__EGF_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__NRG1_203_	Cytoplasm	0.0	Stochastic
cyt_mrna__EGFR_201_	Cytoplasm	0.002529984	Stochastic
cyt_mrna__ERBB2_201_	Cytoplasm	0.001264992	Stochastic
cyt_mrna__ERBB3_201_	Cytoplasm	0.005376217	Stochastic
cyt_mrna__ERBB4_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__MET_202_	Cytoplasm	0.005692465	Stochastic
cyt_mrna__HGF_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PDGFRA_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PDGFRB_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PDGFB_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__SPRY2_202_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__CBL_201_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__GRB2_202_	Cytoplasm	0.00158124	Stochastic
cyt_mrna__PLCG1_223_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PLCG2_208_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PIK3CA_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__PTPN2_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__PIK3CG_205_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3CD_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3R1_211_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__PIK3R2_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PIK3R3_201_	Cytoplasm	0.002846232	Stochastic
cyt_mrna__PIK3R4_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__PIK3C2A_206_	Cytoplasm	0.00158124	Stochastic
cyt_mrna__RASGRP1_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__RASGRP3_202_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__NRAS_201_	Cytoplasm	0.004427472	Stochastic
cyt_mrna__KRAS_202_	Cytoplasm	0.002529984	Stochastic
cyt_mrna__HRAS_221_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__NF1_202_	Cytoplasm	0.001264992	Stochastic
cyt_mrna__RAF1_201_	Cytoplasm	0.001897488	Stochastic
cyt_mrna__BRAF_220_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__MAP2K1_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__MAP2K2_201_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__DUSP6_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__RPS6KA1_236_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__RPS6KA2_201_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__RPS6KA3_201_	Cytoplasm	0.001264992	Stochastic
cyt_mrna__RPS6KA4_201_	Cytoplasm	0.000316248	Stochastic
cyt_mrna__DUSP1_201_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__FOS_201_	Cytoplasm	0.0009487441	Stochastic
cyt_mrna__JUN_201_	Cytoplasm	0.002213736	Stochastic
cyt_mrna__MYC_206_	Cytoplasm	0.0006324961	Stochastic
cyt_mrna__CTNNB1_201_	Cytoplasm	0.01043619	Stochastic
cyt_mrna__PTEN_227_	Cytoplasm	0.007273705	Stochastic
